name,brand,sizes,skus,originalPrice,promotionalPrice,discountPercentage,discountAmount
COASTLINE RIDE - Bikini bottoms - anthracite palm song axs,Roxy,"XS, S, M, L, XL, XXL","RO581H03M-Q1100XS000, RO581H03M-Q11000S000, RO581H03M-Q11000M000, RO581H03M-Q11000L000, RO581H03M-Q1100XL000, RO581H03M-Q110XXL000",44.99,40.0,11.0,4.990000000000002
VMPAGE V NECK SINGLET - Top - black,Vero Moda Petite,"XS, S, M, L, XL, XXL","VM021E0E7-Q120XSP000, VM021E0E7-Q1200SP000, VM021E0E7-Q1200MP000, VM021E0E7-Q1200LP000, VM021E0E7-Q120XLP000, VM021E0E7-Q120XXL000",18.99,18.99,0.0,0.0
SURF STOKED  ELASTICATED WAIST  - Tracksuit bottoms - orange beige,Roxy,"S, M, L, XL","RO521S03V-H11000S000, RO521S03V-H11000M000, RO521S03V-H11000L000, RO521S03V-H1100XL000",32.0,22.4,30.0,9.600000000000001
Print T-shirt - black,Even&Odd Curvy,"18, 20, 22, 24, 26","EVB21D06U-Q110046000, EVB21D06U-Q110048000, EVB21D06U-Q110050000, EVB21D06U-Q110052000, EVB21D06U-Q110054000",18.99,18.99,0.0,0.0
DAIS SHIRT - Button-down blouse - camel,Holzweiler,"XS, M, L","HO021E02M-B1100XS000, HO021E02M-B11000M000, HO021E02M-B11000L000",245.0,147.0,40.0,98.0
DIVE DEEP  - Zip-up sweatshirt - wbk,Roxy,"XS, S, M, L, XL","RO521J0EZ-A1100XS000, RO521J0EZ-A11000S000, RO521J0EZ-A11000M000, RO521J0EZ-A11000L000, RO521J0EZ-A1100XL000",55.0,38.5,30.0,16.5
ONLKAYLE ORLEEN 3/4  - Blazer - black,ONLY,"6, 8, 10, 12, 14","ON321G177-Q110034000, ON321G177-Q110036000, ON321G177-Q110038000, ON321G177-Q110040000, ON321G177-Q110042000",43.99,43.99,0.0,0.0
VINTAGE LOGO  - Shorts - glacier grey marl,Superdry,"8, 10, 12, 14, 16","SU221S07V-C110008000, SU221S07V-C110010000, SU221S07V-C110012000, SU221S07V-C110014000, SU221S07V-C110016000",34.99,34.99,0.0,0.0
Basic T-shirt - pink,Reebok Classic,"XS, M, L","RE021D063-I1100XS000, RE021D063-I11000M000, RE021D063-I11000L000",110.0,35.0,0.0,75.0
ANNEX - Tunic - black,Vivienne Westwood,"4, 8, 12, 16","VW921E01K-Q110036000, VW921E01K-Q110040000, VW921E01K-Q110044000, VW921E01K-Q110048000",595.0,298.0,50.0,297.0
UNISEX - Sweatshirt - dark grey,YOURTURN,"XXS, XS, S, M, L, XL","YO12101CE-C110XXS000, YO12101CE-C1100XS000, YO12101CE-C11000S000, YO12101CE-C11000M000, YO12101CE-C11000L000, YO12101CE-C1100XL000",33.99,25.0,26.0,8.990000000000002
HOKULANII - Parka - dark red,Navahoo,"XS, S, M, L, XL, XXL","NAP21U035-G1100XS000, NAP21U035-G11000S000, NAP21U035-G11000M000, NAP21U035-G11000L000, NAP21U035-G1100XL000, NAP21U035-G110XXL000",146.2,146.2,0.0,0.0
LONG-SLEEVE JERSEY CREWNECK T-SHIRT - Long sleeved top - white,Polo Ralph Lauren,"XXS, XS, S, M, L, XL, XXL","PO221D0DZ-A110XXS000, PO221D0DZ-A1100XS000, PO221D0DZ-A11000S000, PO221D0DZ-A11000M000, PO221D0DZ-A11000L000, PO221D0DZ-A1100XL000, PO221D0DZ-A110XXL000",80.0,80.0,0.0,0.0
ICON - Print T-shirt - pure white,Guess,"XS, S, M, L, XL","GU121D1RE-A1100XS000, GU121D1RE-A11000S000, GU121D1RE-A11000M000, GU121D1RE-A11000L000, GU121D1RE-A1100XL000",44.99,40.0,11.0,4.990000000000002
FAMISTOSA - Print T-shirt - open white,BOSS,"XS, S, M, XL, XXL","BB121I0CX-A1100XS000, BB121I0CX-A11000S000, BB121I0CX-A11000M000, BB121I0CX-A1100XL000, BB121I0CX-A110XXL000",179.99,179.99,0.0,0.0
ONLROYAL - Jeans Skinny Fit - black denim,ONLY,"XXSx30, XXSx32, XXSx34, XSx30, XSx32, XSx34, Sx32, Mx34, Lx32, XLx34, 3XLx30, 3XLx32, 3XLx34","ON321N203-Q110XXS030, ON321N203-Q110XXS032, ON321N203-Q110XXS034, ON321N203-Q1100XS030, ON321N203-Q1100XS032, ON321N203-Q1100XS034, ON321N203-Q11000S032, ON321N203-Q11000M034, ON321N203-Q11000L032, ON321N203-Q1100XL034, ON321N203-Q1103XL030, ON321N203-Q1103XL032, ON321N203-Q1103XL034",32.99,30.0,9.0,2.990000000000002
ONLKITA LIFE FEATHERS TOP - Print T-shirt - kalamata,ONLY,"XXS, XS, S, M, L, XL, XXL","ON321D3LN-M110XXS000, ON321D3LN-M1100XS000, ON321D3LN-M11000S000, ON321D3LN-M11000M000, ON321D3LN-M11000L000, ON321D3LN-M1100XL000, ON321D3LN-M110XXL000",14.99,14.99,0.0,0.0
Top - vert,Superdry,"XS, S, M, L","SU221E0KI-M1100XS000, SU221E0KI-M11000S000, SU221E0KI-M11000M000, SU221E0KI-M11000L000",19.99,19.99,0.0,0.0
DAMELODY - Basic T-shirt - black,HUGO,"S, M, L, XL","HU721D0EF-Q11000S000, HU721D0EF-Q11000M000, HU721D0EF-Q11000L000, HU721D0EF-Q1100XL000",59.0,59.0,0.0,0.0
ONLPELLA SKIRT - Maxi skirt - black/pumice,ONLY,"XS, S, M, L, XL, XXL, 3XL","ON321B0O5-Q1400XS000, ON321B0O5-Q14000S000, ON321B0O5-Q14000M000, ON321B0O5-Q14000L000, ON321B0O5-Q1400XL000, ON321B0O5-Q140XXL000, ON321B0O5-Q1403XL000",25.99,25.99,0.0,0.0
OPTIME FULL-LENGTH - Leggings - glory grey   shadow fig   black,adidas Performance,"XS, S, M, L, XL, XXL","AD541E2LT-C1200XS000, AD541E2LT-C12000S000, AD541E2LT-C12000M000, AD541E2LT-C12000L000, AD541E2LT-C1200XL000, AD541E2LT-C120XXL000",49.95,49.95,0.0,0.0
KRISTY LONG SLEEVE BUTTON FRONT SHIRT - Button-down blouse - mascarpone cream,Lauren Ralph Lauren Woman,"20, 24, 28","L0S21E02F-A11001X000, L0S21E02F-A11002X000, L0S21E02F-A11003X000",129.99,84.0,35.0,45.99000000000001
ATHLETIC - Tracksuit bottoms - celadon,Polo Ralph Lauren,"M, XL, XXL","PO221S028-M11000M000, PO221S028-M1100XL000, PO221S028-M110XXL000",120.0,108.0,10.0,12.0
Waistcoat - khaki,Anna Field,"XS, S, M, L, XL, XXL","AN621U01Q-N1100XS000, AN621U01Q-N11000S000, AN621U01Q-N11000M000, AN621U01Q-N11000L000, AN621U01Q-N1100XL000, AN621U01Q-N1102XL000",54.99,54.99,0.0,0.0
ONLAMALFI PEEK A BOO SET - Bikini - black,ONLY,"XS, S, M, L, XL","ON381L02C-Q1100XS000, ON381L02C-Q11000S000, ON381L02C-Q11000M000, ON381L02C-Q11000L000, ON381L02C-Q1100XL000",37.99,37.99,0.0,0.0
WATERFALL HALTER NECKLINE WAIST INSERTS MAXI SLIM DRESS - Cocktail dress / Party dress - black,Even&Odd,"XS, S, M, L, XL","EV421C1F9-Q1100XS000, EV421C1F9-Q11000S000, EV421C1F9-Q11000M000, EV421C1F9-Q11000L000, EV421C1F9-Q1100XL000",33.99,31.0,9.0,2.990000000000002
LONG SINGLE-BUTTON - Blazer - dark grey,Massimo Dutti,"6, 8, 12, 14","M3I21G0LK-C110034000, M3I21G0LK-C110036000, M3I21G0LK-C110040000, M3I21G0LK-C110042000",169.0,129.0,24.0,40.0
CRIO - Trousers - navy blue,Tiger of Sweden,"6, 8, 10, 12, 16, 18","TI521A058-K110034000, TI521A058-K110036000, TI521A058-K110038000, TI521A058-K110040000, TI521A058-K110044000, TI521A058-K110046000",220.0,220.0,0.0,0.0
SHORT-SLEEVES TEXTURED - Sports T-shirt - celeste,Under Armour,"XS, S, M, L, XL","UN241D0RM-I1100XS000, UN241D0RM-I1100SM000, UN241D0RM-I1100MD000, UN241D0RM-I1100LG000, UN241D0RM-I1100XL000",27.0,15.97,41.0,11.03
MADILYNAA - Waistcoat - dark blue,Navahoo,"XS, S, M, L, XL","NAP21U01S-K1100XS000, NAP21U01S-K11000S000, NAP21U01S-K11000M000, NAP21U01S-K11000L000, NAP21U01S-K1100XL000",103.2,77.4,25.0,25.799999999999997
501® ORIGINAL - Denim shorts - promise me,Levi's®,"28, 29, 30","LE221S017-K190028000, LE221S017-K190029000, LE221S017-K190030000",54.99,49.0,11.0,5.990000000000002
ADIBREAK - A-line skirt - dark blue,adidas Originals,"0/2 (XXS), 4/6 (XS), 8/10 (S), 12/14 (M), 16/18 (L), 20/22 (XL), 24/26 (XXL)","AD121B056-K1102XS000, AD121B056-K1100XS000, AD121B056-K11000S000, AD121B056-K11000M000, AD121B056-K11000L000, AD121B056-K1100XL000, AD121B056-K1102XL000",54.99,49.0,11.0,5.990000000000002
OCEANSIDE - Shorts - true black,Roxy,"XS, S, M, L, XL, XXL","RO521S006-Q1100XS000, RO521S006-Q11000S000, RO521S006-Q11000M000, RO521S006-Q11000L000, RO521S006-Q1100XL000, RO521S006-Q110XXL000",39.99,36.0,0.0,3.990000000000002
HIGH WAIST FLARED - Leggings - Trousers - black,Urban Classics,"XS, 3XL, 4XL, 5XL","UR621A05U-Q1100XS000, UR621A05U-Q1103XL000, UR621A05U-Q1104XL000, UR621A05U-Q1105XL000",40.0,40.0,0.0,0.0
ONLMALFY PANT  - Cargo trousers - kalamata,ONLY,"XXSx32, XSx32, Sx32, Mx32, Lx32, XLx32, 3XLx32","ON321A25T-N110XXS032, ON321A25T-N1100XS032, ON321A25T-N11000S032, ON321A25T-N11000M032, ON321A25T-N11000L032, ON321A25T-N1100XL032, ON321A25T-N1103XL032",43.99,43.99,0.0,0.0
UMENTA JACKET - Windbreaker - navy,Ellesse,"6, 8, 10, 12, 14, 16","EL941F02C-K110006000, EL941F02C-K110008000, EL941F02C-K110010000, EL941F02C-K110012000, EL941F02C-K110014000, EL941F02C-K110016000",69.99,45.0,36.0,24.989999999999995
WAVELENGTH CROSS BACK BRALETTE - Bikini top - black,Seafolly,"8, 12, 14","S1981J0G5-Q110008000, S1981J0G5-Q110012000, S1981J0G5-Q110014000",74.99,67.0,11.0,7.989999999999995
BENTON SPRINGS™ FULL ZIP - Fleece jacket - black,Columbia,"XS, S, M, L, XXL","C2341G023-Q1100XS000, C2341G023-Q11000S000, C2341G023-Q11000M000, C2341G023-Q11000L000, C2341G023-Q110XXL000",44.99,44.99,0.0,0.0
HALF BADGE - Long sleeved top - black,Tommy Jeans,"XS, S, M, L, XL","TOB21I05W-Q1100XS000, TOB21I05W-Q11000S000, TOB21I05W-Q11000M000, TOB21I05W-Q11000L000, TOB21I05W-Q1100XL000",69.99,45.0,36.0,24.989999999999995
BLOOMIE LS O-NECK NOOS - Jumper - snow white/black,Selected Femme,"8, 10, 12, 14, 16, 18","SE521I0SQ-T1200XS000, SE521I0SQ-T12000S000, SE521I0SQ-T12000M000, SE521I0SQ-T12000L000, SE521I0SQ-T1200XL000, SE521I0SQ-T120XXL000",59.99,45.0,25.0,14.990000000000002
Cargo trousers - white,adidas Originals,"0/2, 2/4, 6/8, 10/12, 14/16, 18/20","AD121A1JR-A1102XS000, AD121A1JR-A1100XS000, AD121A1JR-A11000S000, AD121A1JR-A11000M000, AD121A1JR-A11000L000, AD121A1JR-A1100XL000",69.95,69.95,0.0,0.0
RNECK - Jumper - navy,Filippa K,"S, M, L, XL","F1421I05W-K11000S000, F1421I05W-K11000M000, F1421I05W-K11000L000, F1421I05W-K1100XL000",175.0,175.0,0.0,0.0
ELMI - Shorts - kakao,MAX&Co.,"10, 14, 16","MQ921S005-O110038000, MQ921S005-O110042000, MQ921S005-O110044000",104.99,94.0,10.0,10.989999999999995
Hoodie - olive,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621J04M-N1100XS000, UR621J04M-N11000S000, UR621J04M-N11000M000, UR621J04M-N11000L000, UR621J04M-N1100XL000, UR621J04M-N110XXL000, UR621J04M-N1103XL000, UR621J04M-N1104XL000, UR621J04M-N1105XL000",55.0,55.0,0.0,0.0
Trousers - light green,Even&Odd,"XS, S","EV421A0EG-M1100XS000, EV421A0EG-M11000S000",29.99,29.99,0.0,0.0
MOCK - Top - black/white,GAP,"XXS, XS, S, M, L, XL, XXL","GP021D0QJ-Q130XXS000, GP021D0QJ-Q1300XS000, GP021D0QJ-Q13000S000, GP021D0QJ-Q13000M000, GP021D0QJ-Q13000L000, GP021D0QJ-Q1300XL000, GP021D0QJ-Q130XXL000",24.99,22.0,12.0,2.9899999999999984
OPEN BACK - Top - black,Massimo Dutti,"XS, S, M, L","M3I21E1KK-Q1100XS000, M3I21E1KK-Q11000S000, M3I21E1KK-Q11000M000, M3I21E1KK-Q11000L000",59.95,59.95,0.0,0.0
ANCOHUMA - Sports shorts - black,The North Face,"6xRegular(32), 8/10xRegular(32), 12/14xRegular(32)","TH341E0BX-Q1100XSREG, TH341E0BX-Q11000SREG, TH341E0BX-Q11000MREG",59.99,54.0,10.0,5.990000000000002
ROUSE TROUSER - Relaxed fit jeans - authentic wash,Barbour International,"8, 10, 12, 14, 18","BG821A00H-K110008000, BG821A00H-K110010000, BG821A00H-K110012000, BG821A00H-K110014000, BG821A00H-K110018000",119.99,78.0,35.0,41.989999999999995
BOOTCUT TROUSERS - Trousers - desert taupe,Filippa K,"2, 4, 6, 8, 10, 12, 14","F1421A05X-B110030000, F1421A05X-B110032000, F1421A05X-B110034000, F1421A05X-B110036000, F1421A05X-B110038000, F1421A05X-B110040000, F1421A05X-B110042000",250.0,250.0,0.0,0.0
TAPIAH - Trousers - medium yellow,BOSS,"8, 10, 12, 14, 22","BB121A0CC-E110036000, BB121A0CC-E110038000, BB121A0CC-E110040000, BB121A0CC-E110042000, BB121A0CC-E110050000",199.99,100.0,50.0,99.99000000000001
GO-TO - Tracksuit bottoms - black,adidas Golf,"XS, S, M, L, XL","TA441E01U-Q1100XS000, TA441E01U-Q11000S000, TA441E01U-Q11000M000, TA441E01U-Q11000L000, TA441E01U-Q1100XL000",64.95,64.95,0.0,0.0
Maxi dress - brown,Massimo Dutti,"XS, S, M, L","M3I21C13E-O1100XS000, M3I21C13E-O11000S000, M3I21C13E-O11000M000, M3I21C13E-O11000L000",129.0,129.0,0.0,0.0
DREW LOGO DRESS - Shift dress - island fossil,Gestuz,"XXS, XS, L, XL","GE221C0IN-A110XXS000, GE221C0IN-A1100XS000, GE221C0IN-A11000L000, GE221C0IN-A1100XL000",89.99,67.0,26.0,22.989999999999995
SINA LONG SLEEVE BLOUSE - Blouse - white,Polo Ralph Lauren,"4, 6, 8, 10, 12, 14, 16, 18, 20, 22","PO221E0HM-A110001000, PO221E0HM-A110002000, PO221E0HM-A110004000, PO221E0HM-A110006000, PO221E0HM-A110008000, PO221E0HM-A110010000, PO221E0HM-A110012000, PO221E0HM-A110014000, PO221E0HM-A110016000, PO221E0HM-A110018000",175.0,175.0,0.0,0.0
Print T-shirt - medium green,BOSS,"S, M, L, XL","BB121D0MU-M11000S000, BB121D0MU-M11000M000, BB121D0MU-M11000L000, BB121D0MU-M1100XL000",44.99,40.0,11.0,4.990000000000002
SLIM ESSENTIAL - Polo shirt - black,Tommy Jeans,"4, 6, 8, 10, 12, 14","TOB21D0TC-Q110XXS000, TOB21D0TC-Q1100XS000, TOB21D0TC-Q11000S000, TOB21D0TC-Q11000M000, TOB21D0TC-Q11000L000, TOB21D0TC-Q1100XL000",49.99,49.99,0.0,0.0
OFF SHOULDER - Basic T-shirt - khaki,Urban Classics,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL","UR621D01T-N1200XS000, UR621D01T-N12000S000, UR621D01T-N12000M000, UR621D01T-N12000L000, UR621D01T-N1200XL000, UR621D01T-N120XXL000, UR621D01T-N1203XL000, UR621D01T-N1204XL000, UR621D01T-N1205XL000",25.0,25.0,0.0,0.0
BLOUSE SHORT SLEEVE CLASSIC FIT - Button-down blouse - corn yellow,Marc O'Polo,"XXS, XS, M, L, XL","MA321D1LM-E110XXS000, MA321D1LM-E1100XS000, MA321D1LM-E11000M000, MA321D1LM-E11000L000, MA321D1LM-E1100XL000",69.99,69.99,0.0,0.0
AOP COLLEGE  - Zip-up sweatshirt - whitesandleo whitesand,Urban Classics,"L, XL, 5XL","UR621G03V-B11000L000, UR621G03V-B1100XL000, UR621G03V-B1105XL000",75.0,75.0,0.0,0.0
MUNZIE ELBOW SLEEVE DAY DRESS - Jersey dress - black/mascarpone cream,Lauren Ralph Lauren,"XXS, XS, S, M, L, XL","L4221C1T3-A110XXS000, L4221C1T3-A1100XS000, L4221C1T3-A11000S000, L4221C1T3-A11000M000, L4221C1T3-A11000L000, L4221C1T3-A1100XL000",159.99,112.0,30.0,47.99000000000001
Jumper dress - bordeaux,Anna Field,"XS, S, M","AN621C1ZZ-G1100XS000, AN621C1ZZ-G11000S000, AN621C1ZZ-G11000M000",42.99,39.0,9.0,3.990000000000002
NEW CODY SLIM BOAT 3/4 - Long sleeved top - ecru/desert sky,Tommy Hilfiger,"XS, S, M, 3XL","TO121D15W-A1200XS000, TO121D15W-A12000S000, TO121D15W-A12000M000, TO121D15W-A1203XL000",54.99,44.0,20.0,10.990000000000002
VMREGITZE OFF SHOULDER - Long sleeved top - oliv,Vero Moda,"XS, S, M, L, XL, XXL, 3XL","VE121D2A8-N1100XS000, VE121D2A8-N11000S000, VE121D2A8-N11000M000, VE121D2A8-N11000L000, VE121D2A8-N1100XL000, VE121D2A8-N110XXL000, VE121D2A8-N1103XL000",21.99,21.99,0.0,0.0
VMEMMA SHIRT BELT - Summer jacket - black,Vero Moda Tall,"XS, S, M, L, XL","VEB21G05K-Q110XST000, VEB21G05K-Q1100ST000, VEB21G05K-Q1100MT000, VEB21G05K-Q1100LT000, VEB21G05K-Q110XLT000",35.99,35.99,0.0,0.0
BOXY  - Button-down blouse - black,The North Face,"XS, S, M, L, XL","TH321E00A-Q1100XS000, TH321E00A-Q11000S000, TH321E00A-Q11000M000, TH321E00A-Q11000L000, TH321E00A-Q1100XL000",54.99,54.99,0.0,0.0
KENNEDY - Swimsuit - black,Polo Ralph Lauren,"4, 6-8, 10-12, 14-16","PO281G02B-Q1100XS000, PO281G02B-Q11000S000, PO281G02B-Q11000M000, PO281G02B-Q11000L000",160.0,160.0,0.0,0.0
VERSA NUPTSE JACKET UNISEX - Down jacket - tnf black,The North Face,"M, L, XL","TH321001U-Q11000M000, TH321001U-Q11000L000, TH321001U-Q1100XL000",319.99,319.99,0.0,0.0
COTTON OXFORD SLEEVELESS SHIRT - Top - tree green,Polo Ralph Lauren,"S, M, L, XL","PO221E0HN-M11000S000, PO221E0HN-M11000M000, PO221E0HN-M11000L000, PO221E0HN-M1100XL000",130.0,104.0,20.0,26.0
PANELED LOGO FLEECE HALF ZIP PULLOVER - Sweatshirt - blue yacht/deckwash white/green,Polo Ralph Lauren,"XS, S, M, L, XL, XXL","PO221J0A4-K1100XS000, PO221J0A4-K11000S000, PO221J0A4-K11000M000, PO221J0A4-K11000L000, PO221J0A4-K1100XL000, PO221J0A4-K110XXL000",220.0,220.0,0.0,0.0
BOTTOMS SCRIBBLES - Bikini bottoms - black,On Vacation,"XS, S, M","ONG81I000-T1100XS000, ONG81I000-T11000S000, ONG81I000-T11000M000",22.99,22.99,0.0,0.0
VMEASY LONG KIMONO - Summer jacket - mesa rose aopliva red graphic,Vero Moda,"XXS, XS, S, M, L, XL, XXL, 3XL","VE121G1AA-J110XXS000, VE121G1AA-J1100XS000, VE121G1AA-J11000S000, VE121G1AA-J11000M000, VE121G1AA-J11000L000, VE121G1AA-J1100XL000, VE121G1AA-J110XXL000, VE121G1AA-J1103XL000",34.99,34.99,0.0,0.0
GLACIER CROPPED ¼ ZIP - Fleece jumper - black,The North Face,"XS, S, M, L, XL","TH341G07L-Q1100XS000, TH341G07L-Q11000S000, TH341G07L-Q11000M000, TH341G07L-Q11000L000, TH341G07L-Q1100XL000",54.99,41.0,25.0,13.990000000000002
SLFANOLA DRESS - Jersey dress - black,Selected Femme,"8, 10, 12, 14, 16, 18, 20","SE521C1H4-Q1100XS000, SE521C1H4-Q11000S000, SE521C1H4-Q11000M000, SE521C1H4-Q11000L000, SE521C1H4-Q1100XL000, SE521C1H4-Q110XXL000, SE521C1H4-Q1103XL000",44.99,44.99,0.0,0.0
Cocktail dress / Party dress - black,Even&Odd,"XS, S, M, L, XL","EV421C1H7-Q1100XS000, EV421C1H7-Q11000S000, EV421C1H7-Q11000M000, EV421C1H7-Q11000L000, EV421C1H7-Q1100XL000",25.99,23.0,12.0,2.9899999999999984
Leggings - Trousers - redwine,Urban Classics,"XS, S, M, L, XL, 3XL, 4XL, 5XL","UR621A038-G1100XS000, UR621A038-G11000S000, UR621A038-G11000M000, UR621A038-G11000L000, UR621A038-G1100XL000, UR621A038-G1103XL000, UR621A038-G1104XL000, UR621A038-G1105XL000",35.0,35.0,0.0,0.0
UNISEX - Trousers - black,YOURTURN,"XXS, XS, S, M, L, XL, XXL","YO12100RG-Q110XXS000, YO12100RG-Q1100XS000, YO12100RG-Q11000S000, YO12100RG-Q11000M000, YO12100RG-Q11000L000, YO12100RG-Q1100XL000, YO12100RG-Q110XXL000",32.99,28.0,15.0,4.990000000000002
CHILL OUT SEAMLESS - Leggings - bkd,Roxy,"XL/XXL, XS/S, M/L","RO541E09V-K110XLX000, RO541E09V-K110XSS000, RO541E09V-K1100ML000",55.0,38.5,30.0,16.5
Top - blue,Even&Odd,"XS, S, M, L, XL","EV421D1BH-K1100XS000, EV421D1BH-K11000S000, EV421D1BH-K11000M000, EV421D1BH-K11000L000, EV421D1BH-K1100XL000",9.99,9.99,0.0,0.0
BIDRIZ - Basic T-shirt - open white,BOSS,"4, 8, 10, 12, 14, 16, 18","BB121E0J5-A110032000, BB121E0J5-A110036000, BB121E0J5-A110038000, BB121E0J5-A110040000, BB121E0J5-A110042000, BB121E0J5-A110044000, BB121E0J5-A110046000",174.99,174.99,0.0,0.0
SHORT SLEEVE - Maxi dress - white,Massimo Dutti,"S, M, L","M3I21C14B-A11000S000, M3I21C14B-A11000M000, M3I21C14B-A11000L000",149.0,149.0,0.0,0.0
ONLROYAL ROCK COATED - Trousers - black,ONLY,"8x30, 8x32, 8x34, 10x30, 10x32, 10x34, 12x30, 12x32, 12x34, 14x30, 14x32, 14x34, 16x30, 16x32, 16x34","ON321N0SM-Q1100XS030, ON321N0SM-Q1100XS032, ON321N0SM-Q1100XS034, ON321N0SM-Q11000S030, ON321N0SM-Q11000S032, ON321N0SM-Q11000S034, ON321N0SM-Q11000M030, ON321N0SM-Q11000M032, ON321N0SM-Q11000M034, ON321N0SM-Q11000L030, ON321N0SM-Q11000L032, ON321N0SM-Q11000L034, ON321N0SM-Q1100XL030, ON321N0SM-Q1100XL032, ON321N0SM-Q1100XL034",34.99,34.99,0.0,0.0
VMSMILLA  - Blouse - black,Vero Moda,"XS, S, M, L, XL, 3XL","VE121E39Q-Q1100XS000, VE121E39Q-Q11000S000, VE121E39Q-Q11000M000, VE121E39Q-Q11000L000, VE121E39Q-Q1100XL000, VE121E39Q-Q1103XL000",21.99,21.99,0.0,0.0
Button-down blouse - mottled dark brown,Massimo Dutti,"XS, S, M, L","M3I21E1EO-O1100XS000, M3I21E1EO-O11000S000, M3I21E1EO-O11000M000, M3I21E1EO-O11000L000",69.95,69.95,0.0,0.0
CUMO CROPPED - Top - green mix,Holzweiler,"XXS, XS, S, M, L, XL","HO021I04L-M110XXS000, HO021I04L-M1100XS000, HO021I04L-M11000S000, HO021I04L-M11000M000, HO021I04L-M11000L000, HO021I04L-M1100XL000",195.0,117.0,40.0,78.0
COLLINS PANT - Cargo trousers - black,Carhartt WIP,"24, 25, 26, 27, 28, 29, 30, 31, 32, 33","C1421A028-Q110024000, C1421A028-Q110025000, C1421A028-Q110026000, C1421A028-Q110027000, C1421A028-Q110028000, C1421A028-Q110029000, C1421A028-Q110030000, C1421A028-Q110031000, C1421A028-Q110032000, C1421A028-Q110033000",119.99,119.99,0.0,0.0
TRIM - Top - barndoor red,Superdry,"6, 10, 14","SU281A02X-G110006000, SU281A02X-G110010000, SU281A02X-G110014000",17.99,17.99,0.0,0.0
SLEEVELESS WITH EMBROIDERED DETAILS - Blouse - dark green,Massimo Dutti,"S, M, L","M3I21E1K2-M11000S000, M3I21E1K2-M11000M000, M3I21E1K2-M11000L000",129.0,129.0,0.0,0.0
Trousers - black,Even&Odd,"XS, S, M, L, XL, XXL, 3XL","EV421A0DU-Q1100XS000, EV421A0DU-Q11000S000, EV421A0DU-Q11000M000, EV421A0DU-Q11000L000, EV421A0DU-Q1100XL000, EV421A0DU-Q1102XL000, EV421A0DU-Q1103XL000",29.99,27.0,10.0,2.9899999999999984
REGULAR HOODIE SEASONAL MONOLOGO UNISEX - Hoodie - elephant skin,Calvin Klein Jeans,"L, XL, XXL","C182101YA-B11000L000, C182101YA-B1100XL000, C182101YA-B110XXL000",94.99,57.0,40.0,37.989999999999995
TROPIC HEART - Print T-shirt - pink dream,Billabong,"XS, S, M, L","BI721E04N-J1100XS000, BI721E04N-J11000S000, BI721E04N-J11000M000, BI721E04N-J11000L000",49.99,45.0,10.0,4.990000000000002
LOONEY GINGER - Maxi skirt - lila,MAX&Co.,"10, 12, 16","MQ921B05Z-I110038000, MQ921B05Z-I110040000, MQ921B05Z-I110044000",144.99,101.0,30.0,43.99000000000001
ONLHELLA LOW RETRO - Flared Jeans - light blue denim,ONLY,"XXSx34, Mx30, Mx32, Lx30, Lx32, Lx34, XLx30, XLx32, XLx34, XXLx30, XXLx32, XXLx34, 3XLx30, 3XLx32, 3XLx34","ON321N272-K120XXS034, ON321N272-K12000M030, ON321N272-K12000M032, ON321N272-K12000L030, ON321N272-K12000L032, ON321N272-K12000L034, ON321N272-K1200XL030, ON321N272-K1200XL032, ON321N272-K1200XL034, ON321N272-K120XXL030, ON321N272-K120XXL032, ON321N272-K120XXL034, ON321N272-K1203XL030, ON321N272-K1203XL032, ON321N272-K1203XL034",34.99,34.99,0.0,0.0
721™ HIGH RISE SKINNY - Jeans Skinny Fit - clear way,Levi's®,"23x28, 23x30, 24x30, 24x32, 25x28, 25x30, 25x32, 25x34, 26x28, 26x30, 26x32, 27x28, 27x30, 27x32, 27x34, 28x28, 28x30, 28x32, 29x30, 30x30, 30x32, 31x30, 31x34, 32x30, 32x32, 33x32, 34x32","LE221N0HW-Q110023028, LE221N0HW-Q110023030, LE221N0HW-Q110024030, LE221N0HW-Q110024032, LE221N0HW-Q110025028, LE221N0HW-Q110025030, LE221N0HW-Q110025032, LE221N0HW-Q110025034, LE221N0HW-Q110026028, LE221N0HW-Q110026030, LE221N0HW-Q110026032, LE221N0HW-Q110027028, LE221N0HW-Q110027030, LE221N0HW-Q110027032, LE221N0HW-Q110027034, LE221N0HW-Q110028028, LE221N0HW-Q110028030, LE221N0HW-Q110028032, LE221N0HW-Q110029030, LE221N0HW-Q110030030, LE221N0HW-Q110030032, LE221N0HW-Q110031030, LE221N0HW-Q110031034, LE221N0HW-Q110032030, LE221N0HW-Q110032032, LE221N0HW-Q110033032, LE221N0HW-Q110034032",109.99,109.99,0.0,0.0
CAMI MIDI - Cocktail dress / Party dress - deep forest green,Superdry,"10, 12, 14, 16","SU221C0UI-M130010000, SU221C0UI-M130012000, SU221C0UI-M130014000, SU221C0UI-M130016000",59.99,41.99,30.0,18.0
Trousers - white,Massimo Dutti,"6, 8, 10, 12, 14","M3I21A141-A110034000, M3I21A141-A110036000, M3I21A141-A110038000, M3I21A141-A110040000, M3I21A141-A110042000",99.95,99.95,0.0,0.0
